id, date, title, score, result, url
0,2025-06-27,Oscar Piastri says he and Lando Norris remain 'free to race' for F1 title,0.4694061678999081,True,https://www.sportsnet.ca/formula-1/article/oscar-piastri-says-he-and-lando-norris-remain-free-to-race-for-the-f1-title/
1,2025-07-08,F3 Rollercoaster in Silverstone: Tsolov on Pole while Tramnitz Pushes Hard,0.8344660644567097,False,https://www.redbull.com/int-en/juniorteam/f3-rollercoaster-in-silverstone%3A-tsolov-on-pole-while-tramnitz-pushes-hard-2025
